Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Country
1988,PhD,Married,"67,546",0,0,864,134,768,150,38,1,4,10,5,SA
1988,PhD,Married,"67,546",0,0,864,134,768,150,38,1,4,10,5,SP
1987,Bachelor,Single,"46,923",1,0,85,44,54,102,78,3,5,1,7,SP
1972,Bachelor,Married,"38,988",1,2,164,24,103,12,3,7,5,1,6,SP
1971,Master,Divorced,"49,118",0,0,620,54,239,99,98,2,9,7,10,SP
1978,PhD,Together,"27,683",1,0,152,9,121,12,12,4,6,2,4,SP
1974,PhD,Single,"39,190",1,0,68,8,18,19,8,2,2,1,4,SP
1981,Bachelor,Divorced,"56,981",0,0,908,48,217,32,12,1,2,3,13,SA
1984,Bachelor,Married,"23,228",1,0,53,3,49,7,4,4,3,0,4,CA
1984,Bachelor,Married,"90,000",0,0,675,144,133,94,192,1,4,8,5,CA
1953,PhD,Married,"55,707",0,1,208,7,82,30,66,2,3,2,9,SP
1989,Bachelor,Single,"9,255",1,0,9,0,7,2,0,1,1,1,2,IND
1977,PhD,Single,"42,997",1,1,4,0,5,0,1,1,1,0,2,SP
1959,Bachelor,Together,"71,232",0,1,653,17,170,34,26,2,11,2,10,SP
1954,PhD,Married,"57,744",0,1,350,3,39,0,0,2,9,1,4,SP
1966,Master,Married,"33,585",0,1,30,11,33,13,6,1,2,0,4,SP
1965,Master,Married,"46,891",0,1,43,12,23,29,15,1,2,1,4,GER
1965,Master,Married,"46,891",0,1,43,12,23,29,15,1,2,1,4,SP
1956,Bachelor,Married,"50,387",0,2,369,9,87,12,14,3,6,2,8,SP
1969,Bachelor,Together,"76,653",0,0,736,63,946,219,189,1,4,7,11,SP
1956,PhD,Together,"76,542",0,0,794,73,573,0,29,1,4,8,10,SP
1949,Master,Married,"76,995",0,1,1012,80,498,0,16,2,11,4,9,US
1978,Bachelor,Married,"38,415",1,1,22,1,13,4,0,2,1,0,3,SP
1956,Bachelor,Divorced,"22,304",0,0,3,2,7,0,4,1,1,0,2,SP
1952,Bachelor,Single,"75,127",0,0,203,35,305,46,17,1,2,11,5,GER
1952,Bachelor,Single,"75,127",0,0,203,35,305,46,17,1,2,11,5,SA
1953,Bachelor,Married,"39,722",0,1,32,0,5,2,0,2,2,0,3,SP
1966,PhD,Single,"7,144",0,2,81,4,33,5,2,0,23,1,1,SP
1977,Bachelor,Together,"39,771",1,0,6,2,18,2,8,1,2,0,3,SA
1972,Master,Divorced,"42,618",1,0,76,14,74,13,5,2,5,0,4,SP
1958,PhD,Together,"51,518",0,1,350,8,66,17,4,2,3,2,10,GER
1972,Bachelor,Married,"74,716",0,1,133,27,421,13,195,2,7,3,5,SP
1975,Bachelor,Single,"33,955",1,0,100,2,128,23,7,4,5,1,5,SA
1954,Master,Married,"45,736",0,1,188,3,180,20,3,5,7,1,6,GER
1971,Bachelor,Single,"31,632",0,0,17,8,12,11,15,1,2,1,2,SP
1974,Bachelor,Married,"60,093",0,1,502,12,109,16,6,2,7,2,10,SP
1969,Bachelor,Single,"30,822",1,0,3,9,13,2,12,1,1,0,3,SP
1968,Bachelor,Together,"41,728",1,0,13,6,15,3,5,1,2,0,2,AUS
1958,Master,Married,"80,739",0,0,674,92,736,39,0,1,3,11,9,SP
1991,Bachelor,Single,"49,767",0,0,202,47,197,55,42,1,5,4,8,US
1981,High School,Married,"34,445",0,0,228,122,122,208,129,6,11,2,8,SP
1951,Bachelor,Widow,"67,046",0,1,544,35,133,23,151,2,4,5,4,AUS
1965,Bachelor,Married,"73,538",0,1,811,76,428,99,137,3,10,4,9,CA
1966,Bachelor,Married,"80,398",0,0,342,51,936,207,35,1,5,8,12,SP
1956,Master,Married,"52,973",0,1,856,0,76,12,9,7,9,6,9,SA
1954,Bachelor,Married,"38,998",1,1,34,1,14,0,0,3,2,0,3,SP
1954,Bachelor,Married,"38,998",1,1,34,1,14,0,0,3,2,0,3,SA
1958,Master,Together,"26,490",0,0,45,47,52,21,20,2,3,1,5,SA
1958,Master,Together,"26,490",0,0,45,47,52,21,20,2,3,1,5,SP
1988,Master,Married,"23,331",1,0,5,36,7,0,10,2,3,0,3,IND
1961,Bachelor,Married,"60,544",1,1,201,2,43,3,5,4,5,1,5,AUS
1961,Bachelor,Married,"60,544",1,1,201,2,43,3,5,4,5,1,5,GER
1971,PhD,Together,"49,269",1,0,639,8,166,11,8,3,7,3,12,SP
1950,Bachelor,Together,"27,203",1,1,13,2,21,4,0,2,1,1,2,SP
1988,Master,Together,"45,204",1,0,30,11,25,29,1,1,1,1,4,SA
1978,Bachelor,Married,"67,023",0,0,444,44,382,11,8,1,3,7,13,SP
1978,Bachelor,Married,"77,583",0,0,372,23,384,250,12,1,4,5,9,SA
1983,Bachelor,Married,"76,630",0,0,255,31,446,40,56,1,3,10,11,SA
1960,Master,Married,"47,353",0,1,184,2,19,8,8,3,2,2,6,SP
1964,Bachelor,Married,"48,920",0,2,238,17,68,8,10,3,6,2,5,SP
1947,PhD,Married,"67,472",0,1,162,31,127,8,17,2,4,2,7,SP
1964,Master,Married,"64,100",0,1,509,0,27,0,0,1,8,3,6,SA
1988,Bachelor,Married,"38,872",1,0,23,3,21,3,19,2,3,0,3,IND
1962,Master,Single,"72,217",0,0,816,42,450,55,56,1,3,10,8,GER
1987,High School,Single,"15,038",1,0,4,8,11,19,12,2,2,1,2,SP
1976,Bachelor,Married,"13,624",1,0,10,2,15,2,1,2,2,0,3,SP
1978,Bachelor,Together,"42,554",1,1,29,1,11,0,0,2,2,0,3,AUS
1986,Bachelor,Married,"71,952",1,0,656,80,455,52,107,2,8,4,8,SP
1986,Bachelor,Married,"71,952",1,0,656,80,455,52,107,2,8,4,8,AUS
1971,Master,Married,"78,041",0,0,482,35,553,72,160,1,4,4,9,GER
1964,Master,Single,"63,972",0,1,928,63,254,0,12,4,5,4,10,SA
1957,Bachelor,Married,"52,852",0,1,714,8,99,11,0,4,10,7,5,GER
1972,PhD,Married,"62,010",0,1,371,22,39,6,0,4,6,2,7,SP
1960,Master,Together,"83,151",0,0,407,28,100,120,74,1,5,9,4,SP
1967,Bachelor,Married,"77,870",0,1,1017,50,500,65,50,3,5,5,5,SP
1977,Bachelor,Together,"46,931",2,1,41,0,17,3,1,2,1,1,3,SP
1977,Bachelor,Single,"85,072",0,0,494,92,391,194,11,1,3,4,10,SA
1987,Master,Married,"73,395",0,0,272,7,80,20,7,1,4,4,6,SP
1952,Bachelor,Single,"62,307",0,1,87,13,34,10,6,1,4,0,4,SP
1981,PhD,Married,"58,293",1,0,173,43,118,46,27,5,5,3,6,US
1974,Bachelor,Together,"47,889",1,0,29,0,29,0,5,1,2,0,3,SA
1979,High School,Together,"24,594",1,0,1,3,6,10,0,1,1,0,3,CA
1979,High School,Together,"24,594",1,0,1,3,6,10,0,1,1,0,3,SA
1965,Master,Single,"69,882",0,0,292,127,635,132,127,1,3,7,9,SP
1959,Bachelor,Together,"24,221",0,0,8,9,9,2,5,1,1,1,3,SP
1985,Bachelor,Single,"22,327",1,0,5,4,8,2,0,1,1,0,3,SP
1961,Master,Married,"61,923",0,2,92,4,18,3,3,1,2,1,4,US
1965,Master,Single,"35,791",2,1,27,0,5,0,0,2,1,0,3,SP
1965,Master,Single,"35,791",2,1,27,0,5,0,0,2,1,0,3,US
1990,Master,Single,"91,172",0,0,162,28,818,0,28,0,4,3,7,CA
1967,Bachelor,Married,"35,441",1,1,25,1,9,2,1,2,1,0,3,CA
1970,Bachelor,Together,"19,656",1,0,25,4,9,6,8,3,2,1,3,SP
1987,Bachelor,Married,"7,500",0,0,0,2,3,4,1,1,0,0,3,IND
1979,Bachelor,Married,"71,626",0,0,546,72,376,94,145,1,5,5,8,SP
1977,Bachelor,Married,"75,330",1,1,555,82,257,93,61,4,10,3,12,US
1976,Master,Married,"34,529",1,0,68,6,38,3,6,2,2,2,3,SP
1992,Bachelor,Single,"48,789",0,0,351,16,156,7,5,1,6,4,7,CA
1977,PhD,Divorced,"34,487",1,1,19,18,33,24,1,3,3,0,3,SP
1973,Master,Married,"35,688",2,1,73,3,90,12,1,7,4,1,4,CA
1973,Master,Married,"35,688",2,1,73,3,90,12,1,7,4,1,4,SP
1952,Bachelor,Single,"53,700",0,1,263,5,233,69,41,4,5,5,8,SA
1987,Master,Single,"73,454",0,0,982,73,351,56,14,1,2,4,6,SP
1957,Bachelor,Married,"71,113",0,1,495,33,255,11,33,4,6,7,9,SP
1955,Bachelor,Single,,0,1,264,0,21,12,6,3,6,1,5,AUS
1980,Master,Married,"31,535",1,0,15,4,13,0,0,1,1,1,2,SP
1953,Bachelor,Together,"80,812",0,0,769,22,500,210,143,1,4,8,5,IND
1982,Bachelor,Together,"40,479",1,0,5,0,8,2,0,1,0,0,3,SP
1960,Bachelor,Married,"29,440",1,1,17,8,14,10,4,2,1,0,4,GER
1986,Bachelor,Married,"38,508",1,0,120,19,206,25,19,6,7,2,5,SP
1983,Bachelor,Married,"69,520",0,0,627,120,414,121,80,1,9,6,5,AUS
1964,Bachelor,Single,"18,701",1,1,12,4,2,10,6,4,2,0,4,SA
1964,Bachelor,Single,"18,701",1,1,12,4,2,10,6,4,2,0,4,SP
1969,Bachelor,Divorced,"69,901",0,1,312,21,206,102,92,3,7,3,10,SP
1953,Bachelor,Married,"47,703",0,1,359,0,134,13,26,4,6,3,8,SP
1991,Bachelor,Single,"86,037",0,0,490,44,125,29,20,1,6,7,11,CA
1978,Bachelor,Divorced,"71,847",0,0,737,21,106,55,63,0,6,7,9,SP
1971,Master,Together,"42,033",1,1,11,1,4,2,0,1,1,0,2,SP
1964,Bachelor,Divorced,"51,983",0,1,631,0,115,10,7,3,9,2,10,IND
1988,Bachelor,Single,"68,655",0,0,456,19,832,75,118,1,4,5,11,SP
1988,Bachelor,Single,"68,655",0,0,456,19,832,75,118,1,4,5,11,SA
1959,Bachelor,Together,"38,285",2,1,2,0,5,2,0,1,0,0,3,IND
1970,Master,Together,"79,419",0,0,751,127,687,20,15,1,4,6,4,CA
1975,Bachelor,Single,"57,338",0,1,143,6,52,11,8,2,4,1,5,US
1964,Bachelor,Married,"42,523",0,0,14,36,11,3,26,1,1,1,4,GER
1964,Bachelor,Married,"42,523",0,0,14,36,11,3,26,1,1,1,4,CA
1984,Bachelor,Married,"31,761",1,0,19,1,20,16,14,2,3,0,4,AUS
1969,Bachelor,Married,"65,747",0,1,346,17,48,23,13,4,8,1,6,CA
1960,Master,Together,"17,144",1,1,18,2,19,0,2,5,3,0,4,CA
1960,Master,Together,"17,144",1,1,18,2,19,0,2,5,3,0,4,SA
1951,Bachelor,Single,,2,1,48,5,48,6,10,3,2,1,4,AUS
1965,PhD,Married,"84,618",0,0,684,100,801,21,66,1,6,9,10,AUS
1965,PhD,Married,"84,618",0,0,684,100,801,21,66,1,6,9,10,SP
1948,PhD,Together,"66,375",0,1,712,0,45,0,0,3,2,4,5,AUS
1957,Bachelor,Together,"42,213",0,1,309,3,24,4,3,2,5,1,7,SP
1963,Bachelor,Married,,0,1,231,65,196,38,71,1,6,5,7,CA
1940,PhD,Single,"51,141",0,0,144,0,7,0,0,1,3,1,4,SP
1980,Bachelor,Married,"15,072",2,0,8,2,15,0,10,4,3,1,3,IND
1986,Master,Married,"7,500",1,0,1,11,5,4,6,2,2,0,3,SP
1978,Master,Together,"17,117",1,0,12,23,38,30,18,4,3,1,3,SA
1965,Bachelor,Married,"59,754",0,1,115,27,44,4,146,3,5,2,6,SA
1953,Master,Married,"65,569",0,1,397,46,288,20,38,2,6,5,10,SP
1952,Master,Widow,"28,457",0,0,24,1,108,29,29,1,4,1,4,SP
1972,PhD,Single,"86,857",0,0,899,102,838,133,102,1,5,6,10,US
1972,PhD,Single,"86,857",0,0,899,102,838,133,102,1,5,6,10,SA
1964,Bachelor,Together,"68,142",0,1,897,126,196,91,112,3,10,4,7,SP
1953,Bachelor,Together,"48,794",1,1,25,0,11,3,0,1,1,0,3,US
1964,Bachelor,Together,"63,404",0,2,734,26,70,11,44,2,6,3,4,SP
1974,Master,Together,"49,669",1,0,166,5,107,11,8,2,5,1,6,SP
1964,Bachelor,Together,"55,761",0,1,136,1,12,0,3,2,4,1,3,SP
1958,Bachelor,Divorced,"78,331",0,1,756,138,354,160,169,2,10,6,7,SA
1973,Bachelor,Married,"37,971",1,0,5,4,10,2,2,1,1,0,3,US
1977,Bachelor,Married,"30,368",0,1,35,0,13,2,0,2,2,0,3,SP
1978,PhD,Together,"34,043",1,0,20,2,14,3,0,1,2,0,2,SP
1965,PhD,Widow,"54,111",0,1,267,6,54,8,3,2,5,2,6,SP
1964,Bachelor,Divorced,"69,932",0,1,412,172,153,150,105,2,7,6,11,SP
1981,PhD,Together,"39,665",1,0,127,1,56,0,1,3,4,2,3,SP
1954,Bachelor,Married,"93,404",1,2,1279,15,287,20,0,3,3,4,7,CA
1984,Bachelor,Married,"38,680",1,0,11,0,36,15,5,1,2,0,3,US
1984,Bachelor,Married,"24,570",1,0,28,34,62,11,14,3,4,0,4,SP
1967,PhD,Married,"77,766",0,1,1004,59,265,115,59,2,11,10,11,SP
1967,PhD,Married,"77,766",0,1,1004,59,265,115,59,2,11,10,11,SP
1958,Bachelor,Together,"64,961",0,1,382,114,276,75,124,2,6,4,4,SA
1968,Master,Divorced,"23,748",1,0,6,6,29,12,15,3,2,1,3,SP
1964,Bachelor,Single,"45,989",0,1,138,33,87,28,24,4,3,2,7,SA
1988,Master,Single,"23,331",1,0,104,20,101,24,15,6,5,1,5,IND
1954,PhD,Married,"70,421",0,1,479,28,136,75,14,3,10,3,7,CA
1963,PhD,Single,"23,091",1,1,35,0,11,0,0,4,2,1,3,SP
1990,Master,Married,"24,683",1,0,8,4,10,6,7,2,2,0,4,SP
1973,PhD,Married,"157,243",0,1,20,2,1582,1,2,15,0,22,0,IND
1973,PhD,Married,"54,222",0,1,199,12,31,3,12,1,3,3,5,SP
1968,Bachelor,Widow,"73,455",0,0,901,61,757,186,163,1,6,5,10,SA
1972,Bachelor,Together,"84,906",0,0,997,15,414,99,30,1,5,6,12,SP
1972,Bachelor,Together,"84,906",0,0,997,15,414,99,30,1,5,6,12,GER
1978,Master,Married,"47,025",0,1,508,11,59,23,5,5,11,1,6,SP
1966,Bachelor,Married,"44,529",0,1,538,13,91,17,6,6,6,2,11,SP
1974,PhD,Single,"31,560",1,0,62,1,20,4,0,2,2,1,3,CA
1983,PhD,Divorced,"90,687",0,0,982,17,672,23,34,1,6,2,8,SP
1989,PhD,Together,"66,973",0,0,466,22,432,147,113,1,8,7,12,IND
1978,Bachelor,Together,"41,154",0,1,44,2,11,2,3,1,1,0,4,SP
1968,Bachelor,Married,"64,590",0,0,920,138,168,36,46,1,9,4,10,SP
1960,PhD,Divorced,"50,611",0,1,459,0,24,6,0,6,4,5,7,US
1960,PhD,Divorced,"50,611",0,1,459,0,24,6,0,6,4,5,7,US
1970,Bachelor,Single,"83,273",1,2,433,89,650,16,102,10,4,6,9,US
1980,Bachelor,Divorced,"81,702",0,0,563,50,774,28,31,1,7,7,12,CA
1979,Master,Together,"24,401",0,0,73,28,217,10,24,3,6,1,6,SA
1974,Bachelor,Married,"42,557",0,1,192,5,53,0,5,4,6,1,4,SP
1985,Master,Together,"7,500",1,0,5,17,17,13,14,4,2,1,3,SP
1976,Bachelor,Together,"78,416",0,1,453,38,279,188,38,2,7,7,10,SP
1966,Bachelor,Married,"44,794",0,1,54,0,7,0,0,1,2,0,3,SA
1966,Bachelor,Married,"44,794",0,1,54,0,7,0,0,1,2,0,3,AUS
1974,Bachelor,Single,"69,719",0,0,273,86,208,177,14,1,2,3,5,SP
1962,Bachelor,Together,"62,568",0,1,362,17,398,80,35,3,5,3,5,SP
1969,Bachelor,Married,"42,231",1,1,24,0,8,0,1,1,1,0,3,SP
1974,Master,Married,"20,130",0,0,0,6,3,7,6,1,1,0,3,SP
1974,Master,Married,"20,130",0,0,0,6,3,7,6,1,1,0,3,SP
1973,Bachelor,Widow,"42,429",0,1,55,0,6,2,0,2,1,1,3,AUS
1973,Bachelor,Widow,"42,429",0,1,55,0,6,2,0,2,1,1,3,SP
1973,Bachelor,Divorced,"78,901",0,1,321,11,309,33,26,3,9,3,5,US
1976,PhD,Divorced,"66,476",0,1,372,18,126,47,48,2,5,2,11,US
1977,Master,Married,"31,056",1,0,5,10,13,3,8,1,1,0,3,SP
1976,Bachelor,Divorced,"46,310",1,0,185,2,88,15,5,2,6,1,5,SP
1978,Bachelor,Married,"65,819",0,0,267,38,701,149,165,1,5,4,10,IND
1969,PhD,Married,"94,871",0,2,169,24,553,188,0,1,8,5,4,CA
